Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
B6,01-05-2019,1201,N950JB,FLL,-4
B6,01-05-2019,1273,N508JB,CHS,-6
B6,01-05-2019,1295,N592JB,AUS,-5
B6,01-05-2019,1307,N353JB,IAD,-9
B6,01-05-2019,1323,N947JB,LAX,-3
B6,01-05-2019,1373,N531JB,CHS,-6
B6,01-05-2019,1401,N971JB,FLL,16
B6,01-05-2019,1403,N970JB,SJU,-3
B6,01-05-2019,1407,N229JB,IAD,-6
B6,01-05-2019,1415,N923JB,SFO,42
B6,01-05-2019,1503,N973JB,SJU,-2
B6,01-05-2019,1507,N229JB,IAD,33
B6,01-05-2019,1523,N946JB,LAX,4
B6,01-05-2019,1611,N978JB,LAS,-8
B6,01-05-2019,1623,N981JB,LAX,-3
B6,01-05-2019,1634,N351JB,BTV,44
B6,01-05-2019,1677,N503JB,JAX,-6
B6,01-05-2019,1701,N974JB,FLL,-6
B6,01-05-2019,1723,N967JB,LAX,31
B6,01-05-2019,1729,N508JB,RSW,-10
B6,01-05-2019,1823,N978JB,LAX,-6
B6,01-05-2019,2002,N353JB,BUF,-6
B6,01-05-2019,2153,N605JB,PBI,157
B6,01-05-2019,2318,N657JB,BOS,-4
B6,01-05-2019,2401,N903JB,FLL,-3
B6,01-05-2019,2402,N206JB,BUF,-7
B6,01-05-2019,2483,N503JB,MCO,-7
B6,01-05-2019,2501,N903JB,FLL,6
B6,01-05-2019,2516,N339JB,SYR,90
B6,01-05-2019,2802,N192JB,BUF,-9
B6,01-05-2019,2953,N994JB,PBI,25
B6,01-05-2019,2989,N605JB,MCO,71
B6,01-06-2019,3,N948JB,SJU,-8
B6,01-06-2019,15,N992JB,SFO,-7
B6,01-06-2019,18,N178JB,BOS,19
B6,01-06-2019,23,N990JB,LAX,-6
B6,01-06-2019,34,N279JB,BTV,-8
B6,01-06-2019,53,N957JB,PBI,-7
B6,01-06-2019,63,N993JB,SEA,-3
B6,01-06-2019,65,N588JB,ABQ,-2
B6,01-06-2019,71,N657JB,SLC,-6
B6,01-06-2019,81,N638JB,RNO,86
B6,01-06-2019,89,N987JB,SAN,2
B6,01-06-2019,97,N966JB,DEN,26
B6,01-06-2019,102,N267JB,BUF,14
B6,01-06-2019,105,N216JB,ORD,15
B6,01-06-2019,108,N236JB,PWM,15
B6,01-06-2019,116,N273JB,SYR,-7
B6,01-06-2019,118,N294JB,BOS,3
B6,01-06-2019,123,N935JB,LAX,-4
B6,01-06-2019,135,N593JB,PHX,50
B6,01-06-2019,149,N589JB,PSP,74
B6,01-06-2019,161,N959JB,SMF,6
B6,01-06-2019,163,N641JB,SRQ,8
B6,01-06-2019,167,N547JB,OAK,34
B6,01-06-2019,189,N961JB,SAN,-8
B6,01-06-2019,213,N527JB,LGB,-3
B6,01-06-2019,219,N351JB,CLT,-2
B6,01-06-2019,225,N794JB,TPA,9
B6,01-06-2019,234,N339JB,BTV,-2
B6,01-06-2019,263,N968JB,SEA,11
B6,01-06-2019,283,N995JB,MCO,-7
B6,01-06-2019,286,N279JB,ROC,17
B6,01-06-2019,289,N663JB,MCO,-6
B6,01-06-2019,318,N193JB,BOS,138
B6,01-06-2019,323,N988JB,LAX,-6
B6,01-06-2019,325,N957JB,TPA,-10
B6,01-06-2019,355,N652JB,ONT,2
B6,01-06-2019,359,N645JB,BUR,185
B6,01-06-2019,393,N503JB,DAB,17
B6,01-06-2019,403,N907JB,SJU,-7
B6,01-06-2019,408,N279JB,PWM,13
B6,01-06-2019,415,N943JB,SFO,-2
B6,01-06-2019,423,N981JB,LAX,-10
B6,01-06-2019,429,N998JB,RSW,-12
B6,01-06-2019,477,N536JB,JAX,-12
B6,01-06-2019,486,N353JB,ROC,-10
B6,01-06-2019,508,N267JB,PWM,-2
B6,01-06-2019,518,N229JB,BOS,-6
B6,01-06-2019,519,N597JB,ATL,-9
B6,01-06-2019,523,N984JB,LAX,-12
B6,01-06-2019,525,N972JB,TPA,14
B6,01-06-2019,553,N956JB,PBI,-4
B6,01-06-2019,575,N552JB,MSY,3
B6,01-06-2019,581,N618JB,HOU,22
B6,01-06-2019,583,N996JB,MCO,-10
B6,01-06-2019,586,N267JB,ROC,-2
B6,01-06-2019,601,N952JB,FLL,-7
B6,01-06-2019,611,N975JB,LAS,10
B6,01-06-2019,615,N985JB,SFO,41
B6,01-06-2019,669,N954JB,SJC,-5
B6,01-06-2019,675,N536JB,MSY,-10
B6,01-06-2019,676,N334JB,ORH,-5
B6,01-06-2019,677,N804JB,JAX,7
B6,01-06-2019,702,N206JB,BUF,1
B6,01-06-2019,711,N934JB,LAS,-5
B6,01-06-2019,718,N267JB,BOS,25
B6,01-06-2019,719,N641JB,ATL,36
B6,01-06-2019,745,N655JB,PSE,-7
B6,01-06-2019,789,N973JB,MCO,-7
B6,01-06-2019,795,N794JB,AUS,-4
B6,01-06-2019,803,N996JB,SJU,6
B6,01-06-2019,839,N999JB,BQN,11
B6,01-06-2019,841,N552JB,SAV,13
B6,01-06-2019,871,N708JB,SLC,-4
B6,01-06-2019,883,N905JB,MCO,0
B6,01-06-2019,885,N294JB,RDU,3
B6,01-06-2019,915,N937JB,SFO,37
B6,01-06-2019,918,N187JB,BOS,20
B6,01-06-2019,1013,N804JB,LGB,-1
B6,01-06-2019,1041,N593JB,SAV,-4
B6,01-06-2019,1105,N353JB,ORD,-7
B6,01-06-2019,1119,N351JB,CLT,-4
B6,01-06-2019,1183,N952JB,MCO,19
B6,01-06-2019,1185,N334JB,RDU,0
B6,01-06-2019,1201,N974JB,FLL,3
B6,01-06-2019,1205,N613JB,PDX,11
B6,01-06-2019,1273,N593JB,CHS,-8
B6,01-06-2019,1295,N760JB,AUS,15
B6,01-06-2019,1307,N273JB,IAD,-3
B6,01-06-2019,1323,N978JB,LAX,-3
B6,01-06-2019,1373,N503JB,CHS,45
B6,01-06-2019,1401,N999JB,FLL,-3
B6,01-06-2019,1403,N995JB,SJU,-10
B6,01-06-2019,1407,N351JB,IAD,93
B6,01-06-2019,1415,N935JB,SFO,194
B6,01-06-2019,1473,N206JB,CHS,12
B6,01-06-2019,1503,N996JB,SJU,9
B6,01-06-2019,1507,N216JB,IAD,82
B6,01-06-2019,1523,N982JB,LAX,-9
B6,01-06-2019,1611,N942JB,LAS,-5
B6,01-06-2019,1623,N990JB,LAX,-3
B6,01-06-2019,1634,N273JB,BTV,150
B6,01-06-2019,1677,N535JB,JAX,7
B6,01-06-2019,1701,N949JB,FLL,-2
B6,01-06-2019,1715,N992JB,SFO,90
B6,01-06-2019,1723,N942JB,LAX,152
B6,01-06-2019,1729,N597JB,RSW,5
B6,01-06-2019,1823,N961JB,LAX,16
B6,01-06-2019,2002,N351JB,BUF,6
B6,01-06-2019,2153,N535JB,PBI,0
B6,01-06-2019,2359,N746JB,BUR,32
B6,01-06-2019,2401,N997JB,FLL,5
B6,01-06-2019,2402,N353JB,BUF,-6
B6,01-06-2019,2501,N997JB,FLL,228
B6,01-06-2019,2516,N206JB,SYR,-5
B6,01-06-2019,2802,N178JB,BUF,-13
B6,01-06-2019,2953,N959JB,PBI,11
B6,01-06-2019,2989,N708JB,MCO,0
B6,01-07-2019,3,N949JB,SJU,2
B6,01-07-2019,15,N962JB,SFO,-3
B6,01-07-2019,18,N307JB,BOS,-5
B6,01-07-2019,23,N984JB,LAX,-4
B6,01-07-2019,34,N249JB,BTV,126
B6,01-07-2019,53,N994JB,PBI,1
B6,01-07-2019,63,N968JB,SEA,4
B6,01-07-2019,65,N597JB,ABQ,12
B6,01-07-2019,71,N588JB,SLC,10
B6,01-07-2019,81,N794JB,RNO,2
B6,01-07-2019,89,N983JB,SAN,-6
B6,01-07-2019,97,N954JB,DEN,11
B6,01-07-2019,102,N190JB,BUF,-1
B6,01-07-2019,105,N374JB,ORD,-5
B6,01-07-2019,116,N279JB,SYR,-9
B6,01-07-2019,118,N353JB,BOS,-1
B6,01-07-2019,123,N947JB,LAX,-7
B6,01-07-2019,135,N592JB,PHX,-5
B6,01-07-2019,149,N562JB,PSP,-7
B6,01-07-2019,161,N956JB,SMF,-2
B6,01-07-2019,163,N588JB,SRQ,-10
B6,01-07-2019,167,N703JB,OAK,28
B6,01-07-2019,189,N980JB,SAN,-6
B6,01-07-2019,213,N972JB,LGB,-8
B6,01-07-2019,219,N353JB,CLT,-10
B6,01-07-2019,225,N534JB,TPA,5
B6,01-07-2019,234,N279JB,BTV,-17
B6,01-07-2019,263,N989JB,SEA,-5
B6,01-07-2019,283,N950JB,MCO,-12
B6,01-07-2019,286,N249JB,ROC,15
B6,01-07-2019,289,N547JB,MCO,32
B6,01-07-2019,318,N231JB,BOS,-14
B6,01-07-2019,323,N981JB,LAX,-7
B6,01-07-2019,325,N994JB,TPA,-4
B6,01-07-2019,355,N655JB,ONT,5
B6,01-07-2019,359,N552JB,BUR,-4
B6,01-07-2019,393,N535JB,DAB,5
B6,01-07-2019,403,N975JB,SJU,-1
B6,01-07-2019,408,N265JB,PWM,-9
B6,01-07-2019,415,N946JB,SFO,-4
B6,01-07-2019,423,N929JB,LAX,3
B6,01-07-2019,477,N536JB,JAX,-8
B6,01-07-2019,486,N354JB,ROC,-6
B6,01-07-2019,508,N265JB,PWM,-6
B6,01-07-2019,518,N351JB,BOS,-3
B6,01-07-2019,519,N503JB,ATL,-10
B6,01-07-2019,523,N993JB,LAX,-5
B6,01-07-2019,525,N907JB,TPA,-2
B6,01-07-2019,553,N975JB,PBI,7
B6,01-07-2019,575,N558JB,MSY,-7
B6,01-07-2019,581,N828JB,HOU,3
B6,01-07-2019,583,N971JB,MCO,-1
B6,01-07-2019,586,N190JB,ROC,-9
B6,01-07-2019,601,N952JB,FLL,-9
B6,01-07-2019,611,N905JB,LAS,21
B6,01-07-2019,615,N990JB,SFO,-6
B6,01-07-2019,618,N334JB,BOS,-10
B6,01-07-2019,669,N973JB,SJC,25
B6,01-07-2019,675,N766JB,MSY,1
B6,01-07-2019,676,N265JB,ORH,-14
B6,01-07-2019,677,N828JB,JAX,-3
B6,01-07-2019,702,N190JB,BUF,-4
B6,01-07-2019,711,N988JB,LAS,-9
B6,01-07-2019,718,N197JB,BOS,-4
B6,01-07-2019,719,N760JB,ATL,20
B6,01-07-2019,745,N535JB,PSE,-3
B6,01-07-2019,789,N996JB,MCO,-4
B6,01-07-2019,795,N534JB,AUS,16
B6,01-07-2019,803,N971JB,SJU,11
B6,01-07-2019,839,N970JB,BQN,7
B6,01-07-2019,841,N558JB,SAV,-4
B6,01-07-2019,871,N662JB,SLC,-5
B6,01-07-2019,883,N957JB,MCO,-1
B6,01-07-2019,885,N339JB,RDU,42
B6,01-07-2019,915,N992JB,SFO,-8
B6,01-07-2019,918,N236JB,BOS,25
B6,01-07-2019,1013,N766JB,LGB,-2
B6,01-07-2019,1041,N703JB,SAV,23
B6,01-07-2019,1105,N334JB,ORD,-5
B6,01-07-2019,1119,N279JB,CLT,-3
B6,01-07-2019,1183,N952JB,MCO,16
B6,01-07-2019,1185,N339JB,RDU,1
B6,01-07-2019,1201,N995JB,FLL,16
B6,01-07-2019,1205,N590JB,PDX,-7
B6,01-07-2019,1273,N703JB,CHS,-7
B6,01-07-2019,1295,N583JB,AUS,30
B6,01-07-2019,1307,N249JB,IAD,56
B6,01-07-2019,1323,N961JB,LAX,9
B6,01-07-2019,1373,N535JB,CHS,-8
B6,01-07-2019,1401,N970JB,FLL,36
B6,01-07-2019,1403,N949JB,SJU,-7
B6,01-07-2019,1407,N279JB,IAD,-8
B6,01-07-2019,1415,N984JB,SFO,-7
B6,01-07-2019,1503,N971JB,SJU,22
B6,01-07-2019,1523,N934JB,LAX,1
B6,01-07-2019,1611,N937JB,LAS,16
B6,01-07-2019,1623,N945JB,LAX,-1
B6,01-07-2019,1634,N216JB,BTV,-6
B6,01-07-2019,1677,N657JB,JAX,-5
B6,01-07-2019,1701,N950JB,FLL,-2
B6,01-07-2019,1715,N962JB,SFO,5
B6,01-07-2019,1723,N937JB,LAX,-3
B6,01-07-2019,1729,N503JB,RSW,3
B6,01-07-2019,1823,N980JB,LAX,-8
B6,01-07-2019,2002,N374JB,BUF,-3
B6,01-07-2019,2153,N988JB,PBI,20
B6,01-07-2019,2359,N746JB,BUR,63
B6,01-07-2019,2401,N997JB,FLL,-8
B6,01-07-2019,2402,N216JB,BUF,13
B6,01-07-2019,2453,N638JB,PBI,0
B6,01-07-2019,2501,N952JB,FLL,39
B6,01-07-2019,2516,N351JB,SYR,-8
B6,01-07-2019,2525,N503JB,TPA,-4
B6,01-07-2019,2802,N190JB,BUF,-6
B6,01-07-2019,2953,N956JB,PBI,4
B6,01-07-2019,2989,N760JB,MCO,4
B6,01-08-2019,3,N536JB,SJU,-4
B6,01-08-2019,15,N993JB,SFO,-8
B6,01-08-2019,18,N296JB,BOS,-6
B6,01-08-2019,23,N923JB,LAX,-5
B6,01-08-2019,53,N966JB,PBI,-2
B6,01-08-2019,63,N969JB,SEA,-2
B6,01-08-2019,71,N558JB,SLC,21
B6,01-08-2019,89,N943JB,SAN,-1
B6,01-08-2019,97,N973JB,DEN,-12
B6,01-08-2019,102,N374JB,BUF,-8
B6,01-08-2019,105,N351JB,ORD,153
B6,01-08-2019,116,N190JB,SYR,-3
B6,01-08-2019,123,N981JB,LAX,-7
B6,01-08-2019,135,N594JB,PHX,5
B6,01-08-2019,149,N521JB,PSP,9
B6,01-08-2019,153,N952JB,PBI,17
B6,01-08-2019,163,N789JB,SRQ,-3
B6,01-08-2019,189,N929JB,SAN,10
B6,01-08-2019,213,N821JB,LGB,-5
B6,01-08-2019,219,N339JB,CLT,10
B6,01-08-2019,225,N954JB,TPA,6
B6,01-08-2019,234,N216JB,BTV,32
B6,01-08-2019,263,N986JB,SEA,-9
B6,01-08-2019,283,N995JB,MCO,146
B6,01-08-2019,286,N265JB,ROC,2
B6,01-08-2019,289,N657JB,MCO,-6
B6,01-08-2019,323,N961JB,LAX,-5
B6,01-08-2019,325,N913JB,TPA,-3
B6,01-08-2019,355,N588JB,ONT,-5
B6,01-08-2019,359,N806JB,BUR,-2
B6,01-08-2019,403,N903JB,SJU,-7
B6,01-08-2019,415,N968JB,SFO,-4
B6,01-08-2019,423,N976JB,LAX,-10
B6,01-08-2019,429,N564JB,RSW,-3
B6,01-08-2019,477,N809JB,JAX,-7
B6,01-08-2019,486,N351JB,ROC,115
B6,01-08-2019,495,N605JB,MCO,273
B6,01-08-2019,519,N806JB,ATL,4
B6,01-08-2019,523,N947JB,LAX,-7
B6,01-08-2019,553,N903JB,PBI,2
B6,01-08-2019,575,N662JB,MSY,-5
B6,01-08-2019,581,N789JB,HOU,-2
B6,01-08-2019,583,N999JB,MCO,-6
B6,01-08-2019,586,N216JB,ROC,-7
B6,01-08-2019,601,N994JB,FLL,-8
B6,01-08-2019,611,N948JB,LAS,-4
B6,01-08-2019,615,N945JB,SFO,76
B6,01-08-2019,618,N354JB,BOS,2
B6,01-08-2019,675,N564JB,MSY,-6
B6,01-08-2019,676,N368JB,ORH,-17
B6,01-08-2019,677,N279JB,JAX,33
B6,01-08-2019,702,N351JB,BUF,-5
B6,01-08-2019,711,N993JB,LAS,-6
B6,01-08-2019,718,N354JB,BOS,-8
B6,01-08-2019,719,N368JB,ATL,-8
B6,01-08-2019,745,N652JB,PSE,18
B6,01-08-2019,795,N594JB,AUS,-9
B6,01-08-2019,803,N994JB,SJU,37
B6,01-08-2019,813,N563JB,FLL,232
B6,01-08-2019,839,N994JB,BQN,4
B6,01-08-2019,841,N662JB,SAV,-8
B6,01-08-2019,857,N643JB,PBI,4
B6,01-08-2019,871,N655JB,SLC,9
B6,01-08-2019,883,N974JB,MCO,4
B6,01-08-2019,885,N309JB,RDU,-1
B6,01-08-2019,915,N988JB,SFO,323
B6,01-08-2019,918,N236JB,BOS,1
B6,01-08-2019,1013,N746JB,LGB,3
B6,01-08-2019,1041,N298JB,SAV,35
B6,01-08-2019,1105,N368JB,ORD,-4
B6,01-08-2019,1119,N197JB,CLT,25
B6,01-08-2019,1183,N949JB,MCO,115
B6,01-08-2019,1185,N216JB,RDU,-4
B6,01-08-2019,1201,N975JB,FLL,110
B6,01-08-2019,1273,N216JB,CHS,-5
B6,01-08-2019,1295,N597JB,AUS,-3
B6,01-08-2019,1318,N339JB,BOS,166
B6,01-08-2019,1323,N980JB,LAX,-4
B6,01-08-2019,1373,N373JB,CHS,158
B6,01-08-2019,1401,N966JB,FLL,4
B6,01-08-2019,1403,N536JB,SJU,-7
B6,01-08-2019,1415,N989JB,SFO,138
B6,01-08-2019,1447,N348JB,TPA,239
B6,01-08-2019,1503,N959JB,SJU,55
B6,01-08-2019,1523,N979JB,LAX,-3
B6,01-08-2019,1567,N563JB,PBI,232
B6,01-08-2019,1611,N992JB,LAS,2
B6,01-08-2019,1623,N923JB,LAX,-6
B6,01-08-2019,1634,N354JB,BTV,-9
B6,01-08-2019,1677,N586JB,JAX,0
B6,01-08-2019,1701,N974JB,FLL,-1
B6,01-08-2019,1715,N992JB,SFO,-3
B6,01-08-2019,1723,N981JB,LAX,0
B6,01-08-2019,1729,N996JB,RSW,177
B6,01-08-2019,1823,N929JB,LAX,-9
B6,01-08-2019,2002,N374JB,BUF,-5
B6,01-08-2019,2067,N318JB,PBI,249
B6,01-08-2019,2153,N959JB,PBI,66
B6,01-08-2019,2167,N346JB,PBI,18
B6,01-08-2019,2359,N552JB,BUR,-2
B6,01-08-2019,2402,N613JB,BUF,145
B6,01-08-2019,2501,N949JB,FLL,89
B6,01-08-2019,2516,N309JB,SYR,-11
B6,01-08-2019,2534,N309JB,BTV,-6
B6,01-08-2019,2802,N351JB,BUF,-11
B6,01-08-2019,2901,N995JB,FLL,65
B6,01-09-2019,3,N603JB,SJU,39
B6,01-09-2019,15,N967JB,SFO,64
B6,01-09-2019,18,N216JB,BOS,39
B6,01-09-2019,23,N947JB,LAX,-4
B6,01-09-2019,53,N966JB,PBI,-15
B6,01-09-2019,63,N978JB,SEA,30
B6,01-09-2019,71,N523JB,SLC,-5
B6,01-09-2019,89,N983JB,SAN,-4
B6,01-09-2019,97,N948JB,DEN,12
B6,01-09-2019,102,N229JB,BUF,0
B6,01-09-2019,105,N190JB,ORD,0
B6,01-09-2019,116,N298JB,SYR,-8
B6,01-09-2019,123,N969JB,LAX,-2
B6,01-09-2019,135,N504JB,PHX,0
B6,01-09-2019,149,N656JB,PSP,0
B6,01-09-2019,153,N903JB,PBI,-3
B6,01-09-2019,161,N903JB,SMF,6
B6,01-09-2019,163,N639JB,SRQ,-6
B6,01-09-2019,189,N982JB,SAN,-4
B6,01-09-2019,213,N552JB,LGB,-7
B6,01-09-2019,219,N351JB,CLT,57
B6,01-09-2019,225,N952JB,TPA,0
B6,01-09-2019,234,N190JB,BTV,-1
B6,01-09-2019,263,N964JB,SEA,-12
B6,01-09-2019,283,N956JB,MCO,-6
B6,01-09-2019,286,N187JB,ROC,-10
B6,01-09-2019,289,N652JB,MCO,9
B6,01-09-2019,323,N961JB,LAX,-5
B6,01-09-2019,325,N970JB,TPA,14
B6,01-09-2019,355,N703JB,ONT,-6
B6,01-09-2019,359,N809JB,BUR,13
B6,01-09-2019,403,N965JB,SJU,26
B6,01-09-2019,415,N979JB,SFO,231
B6,01-09-2019,423,N923JB,LAX,-8
B6,01-09-2019,429,N569JB,RSW,-9
B6,01-09-2019,477,N703JB,JAX,-5
B6,01-09-2019,486,N229JB,ROC,16
B6,01-09-2019,519,N613JB,ATL,-5
B6,01-09-2019,523,N934JB,LAX,-7
B6,01-09-2019,553,N905JB,PBI,-4
B6,01-09-2019,575,N613JB,MSY,37
B6,01-09-2019,581,N639JB,HOU,-4
B6,01-09-2019,583,N997JB,MCO,-8
B6,01-09-2019,586,N197JB,ROC,-7
B6,01-09-2019,601,N955JB,FLL,18
B6,01-09-2019,611,N954JB,LAS,0
B6,01-09-2019,615,N987JB,SFO,180
B6,01-09-2019,618,N238JB,BOS,-8
B6,01-09-2019,675,N569JB,MSY,-9
B6,01-09-2019,676,N298JB,ORH,-12
B6,01-09-2019,677,N355JB,JAX,17
B6,01-09-2019,702,N190JB,BUF,8
B6,01-09-2019,711,N976JB,LAS,25
B6,01-09-2019,718,N179JB,BOS,53
B6,01-09-2019,719,N236JB,ATL,-1
B6,01-09-2019,745,N591JB,PSE,-3
B6,01-09-2019,795,N504JB,AUS,-1
B6,01-09-2019,803,N999JB,SJU,-4
B6,01-09-2019,839,N957JB,BQN,17
B6,01-09-2019,841,N309JB,SAV,-7
B6,01-09-2019,871,N588JB,SLC,-2
B6,01-09-2019,883,N972JB,MCO,31
B6,01-09-2019,885,N238JB,RDU,-8
B6,01-09-2019,915,N993JB,SFO,4
B6,01-09-2019,918,N283JB,BOS,-2
B6,01-09-2019,1013,N779JB,LGB,-8
B6,01-09-2019,1041,N206JB,SAV,-7
B6,01-09-2019,1105,N216JB,ORD,-5
B6,01-09-2019,1119,N193JB,CLT,-8
B6,01-09-2019,1183,N950JB,MCO,30
B6,01-09-2019,1185,N197JB,RDU,-1
B6,01-09-2019,1201,N974JB,FLL,-3
B6,01-09-2019,1205,N655JB,PDX,-3
B6,01-09-2019,1273,N703JB,CHS,-6
B6,01-09-2019,1295,N534JB,AUS,20
B6,01-09-2019,1318,N298JB,BOS,-2
B6,01-09-2019,1323,N929JB,LAX,0
B6,01-09-2019,1373,N198JB,CHS,-2
B6,01-09-2019,1401,N957JB,FLL,10
B6,01-09-2019,1403,N603JB,SJU,-1
B6,01-09-2019,1415,N962JB,SFO,-8
B6,01-09-2019,1503,N966JB,SJU,1
B6,01-09-2019,1518,N316JB,BOS,-4
B6,01-09-2019,1523,N944JB,LAX,4
B6,01-09-2019,1611,N986JB,LAS,-6
B6,01-09-2019,1623,N947JB,LAX,-7
B6,01-09-2019,1634,N197JB,BTV,-8
B6,01-09-2019,1677,N705JB,JAX,4
B6,01-09-2019,1701,N972JB,FLL,11
B6,01-09-2019,1715,N986JB,SFO,-2
B6,01-09-2019,1723,N969JB,LAX,-3
B6,01-09-2019,1729,N975JB,RSW,5
B6,01-09-2019,1823,N990JB,LAX,-7
B6,01-09-2019,2002,N351JB,BUF,25
B6,01-09-2019,2153,N966JB,PBI,-8
B6,01-09-2019,2359,N589JB,BUR,-2
B6,01-09-2019,2402,N309JB,BUF,-10
B6,01-09-2019,2501,N950JB,FLL,5
B6,01-09-2019,2516,N351JB,SYR,-2
B6,01-09-2019,2525,N373JB,TPA,11
B6,01-09-2019,2534,N351JB,BTV,4
B6,01-09-2019,2802,N190JB,BUF,-11
B6,01-09-2019,2901,N954JB,FLL,-1
B6,01-10-2019,3,N597JB,SJU,2
B6,01-10-2019,15,N923JB,SFO,-7
B6,01-10-2019,18,N190JB,BOS,2
B6,01-10-2019,23,N946JB,LAX,-7
B6,01-10-2019,53,N973JB,PBI,-5
B6,01-10-2019,63,N961JB,SEA,-9
B6,01-10-2019,65,N521JB,ABQ,-15
B6,01-10-2019,71,N630JB,SLC,1
B6,01-10-2019,81,N527JB,RNO,-6
B6,01-10-2019,89,N943JB,SAN,-9
B6,01-10-2019,97,N903JB,DEN,26
B6,01-10-2019,102,N273JB,BUF,-7
B6,01-10-2019,105,N304JB,ORD,-5
B6,01-10-2019,116,N236JB,SYR,-4
B6,01-10-2019,123,N944JB,LAX,-4
B6,01-10-2019,135,N535JB,PHX,98
B6,01-10-2019,149,N662JB,PSP,4
B6,01-10-2019,153,N905JB,PBI,-8
B6,01-10-2019,161,N905JB,SMF,34
B6,01-10-2019,163,N794JB,SRQ,-5
B6,01-10-2019,167,N706JB,OAK,-5
B6,01-10-2019,189,N967JB,SAN,-3
B6,01-10-2019,213,N804JB,LGB,-10
B6,01-10-2019,219,N197JB,CLT,-2
B6,01-10-2019,225,N972JB,TPA,-5
B6,01-10-2019,234,N304JB,BTV,-11
B6,01-10-2019,263,N982JB,SEA,-9
B6,01-10-2019,283,N949JB,MCO,63
B6,01-10-2019,286,N316JB,ROC,-3
B6,01-10-2019,289,N703JB,MCO,-8
B6,01-10-2019,323,N978JB,LAX,3
B6,01-10-2019,325,N971JB,TPA,-10
B6,01-10-2019,355,N505JB,ONT,31
B6,01-10-2019,359,N806JB,BUR,18
B6,01-10-2019,403,N954JB,SJU,-2
B6,01-10-2019,415,N964JB,SFO,-5
B6,01-10-2019,423,N942JB,LAX,14
B6,01-10-2019,429,N588JB,RSW,1
B6,01-10-2019,477,N630JB,JAX,-9
B6,01-10-2019,486,N348JB,ROC,-8
B6,01-10-2019,519,N651JB,ATL,-7
B6,01-10-2019,523,N937JB,LAX,-3
B6,01-10-2019,553,N954JB,PBI,0
B6,01-10-2019,575,N651JB,MSY,-1
B6,01-10-2019,581,N794JB,HOU,-4
B6,01-10-2019,583,N955JB,MCO,-9
B6,01-10-2019,586,N206JB,ROC,-5
B6,01-10-2019,601,N998JB,FLL,-8
B6,01-10-2019,611,N999JB,LAS,22
B6,01-10-2019,615,N947JB,SFO,-8
B6,01-10-2019,618,N197JB,BOS,-6
B6,01-10-2019,669,N656JB,SJC,22
B6,01-10-2019,675,N597JB,MSY,-8
B6,01-10-2019,676,N228JB,ORH,-12
B6,01-10-2019,677,N187JB,JAX,8
B6,01-10-2019,702,N304JB,BUF,-10
B6,01-10-2019,711,N934JB,LAS,-1
B6,01-10-2019,718,N298JB,BOS,-6
B6,01-10-2019,719,N351JB,ATL,-4
B6,01-10-2019,795,N521JB,AUS,-4
B6,01-10-2019,803,N997JB,SJU,54
B6,01-10-2019,839,N994JB,BQN,32
B6,01-10-2019,841,N229JB,SAV,-3
B6,01-10-2019,871,N589JB,SLC,12
B6,01-10-2019,883,N959JB,MCO,-2
B6,01-10-2019,885,N206JB,RDU,-7
B6,01-10-2019,915,N976JB,SFO,-6
B6,01-10-2019,918,N309JB,BOS,9
B6,01-10-2019,1013,N559JB,LGB,-6
B6,01-10-2019,1041,N228JB,SAV,-7
B6,01-10-2019,1105,N190JB,ORD,-7
B6,01-10-2019,1119,N229JB,CLT,249
B6,01-10-2019,1183,N998JB,MCO,16
B6,01-10-2019,1185,N206JB,RDU,-3
B6,01-10-2019,1201,N913JB,FLL,-5
B6,01-10-2019,1205,N705JB,PDX,-4
B6,01-10-2019,1273,N630JB,CHS,-10
B6,01-10-2019,1295,N597JB,AUS,275
B6,01-10-2019,1318,N236JB,BOS,-9
B6,01-10-2019,1323,N990JB,LAX,-6
B6,01-10-2019,1373,N192JB,CHS,-6
B6,01-10-2019,1401,N994JB,FLL,-2
B6,01-10-2019,1403,N588JB,SJU,9
B6,01-10-2019,1415,N992JB,SFO,-8
B6,01-10-2019,1503,N996JB,SJU,3
B6,01-10-2019,1518,N298JB,BOS,-9
B6,01-10-2019,1523,N985JB,LAX,-3
B6,01-10-2019,1611,N981JB,LAS,-3
B6,01-10-2019,1623,N946JB,LAX,-7
B6,01-10-2019,1634,N645JB,BTV,-7
B6,01-10-2019,1677,N536JB,JAX,-1
B6,01-10-2019,1701,N959JB,FLL,-4
B6,01-10-2019,1715,N981JB,SFO,-8
B6,01-10-2019,1723,N944JB,LAX,-2
B6,01-10-2019,1729,N974JB,RSW,-5
B6,01-10-2019,1823,N967JB,LAX,0
B6,01-10-2019,2002,N351JB,BUF,-7
B6,01-10-2019,2153,N973JB,PBI,6
B6,01-10-2019,2359,N584JB,BUR,-7
B6,01-10-2019,2402,N229JB,BUF,-10
B6,01-10-2019,2501,N998JB,FLL,37
B6,01-10-2019,2516,N193JB,SYR,-6
B6,01-10-2019,2525,N198JB,TPA,-2
B6,01-10-2019,2534,N193JB,BTV,-10
B6,01-10-2019,2802,N304JB,BUF,9
B6,01-10-2019,2901,N999JB,FLL,15
B6,01-11-2019,3,N618JB,SJU,5
